year,month,day,mean_temp_fl,mean_temp_fn,pred_mean_temp_fl,max_temp_fl,min_temp_fl,max_temp_fn,min_temp_fn,pred_max_temp_fl,pred_min_temp_fl
1993,8,31,12.3,15.8,15.71165,16.5,8,18.8,12.7,18.40966,12.6934
1993,9,1,14,16.8,16.74132,16.5,11.5,23.2,10.3,22.93132,10.24874
1993,9,2,13.8,17.9,17.87396,17.5,10,24.8,10.9,24.57555,10.85991
1993,9,3,11.3,14.5,14.37308,13.5,9,20.2,8.8,19.84837,8.720834
1993,9,4,10.3,15.1,14.99088,15.5,5,20.6,9.6,20.25943,9.535719
1993,9,5,10.8,14.2,14.06418,17,4.5,22.2,6.1,21.90367,5.970599
1993,9,6,12.3,15.4,15.29979,18.5,6,24.5,6.3,24.26726,6.17432
1993,9,7,14.5,16.7,16.63836,22,7,24.8,8.6,24.57555,8.517113
1993,9,8,15.3,14,13.85825,18.5,12,19.3,8.6,18.92349,8.517113
1993,9,9,12.8,12.9,12.72561,19,6.5,20.6,5.1,20.25943,4.951993
1993,9,10,9.8,9.7,9.430664,13,6.5,13.4,6,12.86036,5.868738
1993,9,11,10,7.7,7.371324,16,4,12.4,3,11.83271,2.812921
1993,9,12,13,9.9,9.636599,19.5,6.5,17.8,2,17.38202,1.794315
1993,9,13,11.3,10.4,10.15143,13.5,9,13.5,7.2,12.96313,7.091064
1993,9,14,9.5,10.8,10.5633,14,5,15,6.6,14.5046,6.479901
1993,9,15,10.5,9.2,8.915829,16.5,4.5,15.3,3.1,14.81289,2.914782
1993,9,16,12.5,11.8,11.59297,21,4,18.9,4.6,18.51243,4.44269
1993,9,17,14,13,12.82858,22,6,20.9,5.1,20.56773,4.951993
1993,9,18,11.3,9.2,8.915829,14,8.5,14.2,4.1,13.68248,3.933387
1993,9,19,3.8,5,4.591214,11,-3.5,11.3,-1.3,10.7023,-1.567083
1993,9,20,7.5,6.7,6.341653,16,-1,15.1,-1.7,14.60737,-1.974525
1993,9,21,11,8.8,8.503962,18.5,3.5,16.2,1.4,15.73778,1.183152
1993,9,22,12.5,11.4,11.1811,16.5,8.5,18.6,4.2,18.20414,4.035248
1993,9,23,1,6,5.620884,1.5,0.5,10.9,1.1,10.29124,0.8775705
1993,9,24,2.3,2.2,1.708136,5.5,-1,4.4,-0.1,3.611526,-0.3447564
1993,9,25,5.8,6.9,6.547587,9.5,2,11.6,2.1,11.0106,1.896176
1993,9,26,10,11.1,10.8722,18,2,20,2.2,19.64284,1.998037
1993,9,27,7.8,9.2,8.915829,10.5,5,16.4,1.9,15.94331,1.692455
1993,9,28,6.3,9,8.709895,15.5,-3,16,1.9,15.53225,1.692455
1993,9,29,9.8,9.6,9.327698,16.5,3,15.8,3.4,15.32672,3.220363
1993,9,30,2.5,3.3,2.840774,5,0,6.9,-0.4,6.180647,-0.6503381
1993,10,1,10.8,10.9,10.66627,20.5,1,21.1,0.7,20.77326,0.4701281
1993,10,2,8,16.8,16.74132,9.5,6.5,26.7,6.9,26.52809,6.785483
1993,10,3,4.3,4.5,4.076378,6.5,2,7.7,1.3,7.002766,1.081291
1993,10,4,4,3.8,3.355609,5,3,6.3,1.3,5.564058,1.081291
1993,10,5,1,2.1,1.605169,2,0,5.1,-1,4.33088,-1.261501
1993,10,6,2.3,-1.1,-1.689776,7,-2.5,2,-4.1,1.145169,-4.419179
1993,10,7,2.8,-1.4,-1.998677,10,-4.5,0.8,-3.6,-0.0880088,-3.909876
1993,10,8,7,3.9,3.458576,14.5,-0.5,9.5,-1.8,8.852533,-2.076386
1993,10,9,8.5,5.1,4.69418,18,-1,12.7,-2.5,12.14101,-2.78941
1993,10,10,7.5,8,7.680225,16.5,-1.5,17.4,-1.4,16.97096,-1.668944
1993,10,11,8.3,7.9,7.577258,17,-0.5,15.2,0.6,14.71013,0.3682676
1993,10,12,5.3,4.3,3.870444,6.5,4,10.3,-1.8,9.674652,-2.076386
1993,10,13,3.5,0.6,0.0606637,5,2,3.6,-2.5,2.789407,-2.78941
1993,10,14,4.5,1.7,1.193301,8.5,0.5,6.2,-2.9,5.461293,-3.196852
1993,10,15,1.5,5,4.591214,6.5,-3.5,11.4,-1.4,10.80507,-1.668944
1993,10,16,1.5,3.3,2.840774,3.5,-0.5,8.1,-1.5,7.413826,-1.770804
1993,10,17,6.8,7.3,6.959455,15,-1.5,13.8,0.7,13.27142,0.4701281
1993,10,18,4.8,5.1,4.69418,10,-0.5,9.4,0.7,8.749768,0.4701281
1993,10,19,3,2.6,2.120004,10,-4,9.4,-4.2,8.749768,-4.521039
1993,10,20,2.3,2,1.502202,7.5,-3,9.5,-5.5,8.852533,-5.845227
1993,10,21,-0.3,2.2,1.708136,2,-2.5,8.6,-4.2,7.92765,-4.521039
1993,10,22,-1,1.9,1.399235,0,-2,3.9,-0.1,3.097702,-0.3447564
1993,10,23,-0.5,0.5,-0.0423033,1,-2,2.9,-2,2.070053,-2.280107
1993,10,24,-1.3,-1.1,-1.689776,-0.5,-2,0.7,-2.8,-0.1907736,-3.094991
1993,10,25,-0.5,-1.3,-1.89571,5.5,-6.5,-0.1,-2.4,-1.012892,-2.687549
1993,10,26,2.5,1.5,0.9873671,6,-1,4.4,-1.5,3.611526,-1.770804
1993,10,27,-1.3,0.5,-0.0423033,0,-2.5,5.5,-4.6,4.741939,-4.928482
1993,10,28,-1.8,-4,-4.67582,1,-4.5,-0.6,-7.4,-1.526717,-7.780578
1993,10,29,4,-1.1,-1.689776,11,-3,1.2,-3.4,0.3230507,-3.706155
1993,10,30,2,0.3,-0.2482374,7,-3,5.3,-4.7,4.53641,-5.030342
1993,10,31,2.3,1.4,0.8844,6,-1.5,5.6,-2.9,4.844704,-3.196852
1993,11,1,-4,-2.1,-2.719446,-3.5,-4.5,0.8,-5,-0.0880088,-5.335924
1993,11,2,-5.3,-4.1,-4.778787,-4.5,-6,-2.5,-5.7,-3.479249,-6.048948
1993,11,3,-5.5,-10,-10.85384,-3.5,-7.5,-4.5,-15.5,-5.534546,-16.03128
1993,11,4,-7,-8.8,-9.618238,-3.5,-10.5,-3.7,-13.9,-4.712427,-14.40151
1993,11,5,-7.8,-11.5,-12.39835,-3.5,-12,-4.1,-18.8,-5.123487,-19.39268
1993,11,6,-4,-2.7,-3.337249,-2.5,-5.5,-0.7,-4.7,-1.629482,-5.030342
1993,11,7,-5.8,-2.4,-3.028348,-4,-7.5,-1.5,-3.3,-2.4516,-3.604294
1993,11,8,-4.5,-3.9,-4.572853,-3,-6,-2.5,-5.3,-3.479249,-5.641506
1993,11,9,-2.5,-4.9,-5.602524,4,-9,-0.3,-9.4,-1.218422,-9.817788
1993,11,10,0.5,-5.1,-5.808457,9,-8,-2.4,-7.7,-3.376484,-8.086159
1993,11,11,-0.8,-4.3,-4.984722,1,-2.5,-0.4,-8.1,-1.321187,-8.493602
1993,11,12,-0.3,-2.5,-3.131315,5,-5.5,3.7,-8.6,2.892172,-9.002905
1993,11,13,-2,-2.9,-3.543183,4,-8,2.4,-8.2,1.556229,-8.595462
1993,11,14,1.8,0.9,0.3695648,7,-3.5,6.9,-5.1,6.180647,-5.437785
1993,11,15,-8.8,-4.8,-5.499557,-7.5,-10,0.6,-10.1,-0.2935385,-10.53081
1993,11,16,-12.8,-10.8,-11.67758,-6,-19.5,-6.9,-14.6,-8.000902,-15.11454
1993,11,17,-9.3,-9.8,-10.64791,-5,-13.5,-5.1,-14.4,-6.151135,-14.91082
1993,11,18,-14.5,-9.3,-10.13307,-12,-17,-3.8,-14.7,-4.815192,-15.2164
1993,11,19,-12.5,-10,-10.85384,-11.5,-13.5,-7.3,-12.7,-8.411962,-13.17919
1993,11,20,-18.3,-17.4,-18.4734,-17,-19.5,-12.7,-22.1,-13.96126,-22.75408
1993,11,21,-23.5,-27.4,-28.77011,-19,-28,-22.1,-32.7,-23.62116,-33.5513
1993,11,22,-17,-26.1,-27.43154,-12,-22,-20.4,-31.7,-21.87416,-32.5327
1993,11,23,-14.8,-20.6,-21.76835,-11,-18.5,-14.7,-26.4,-16.01656,-27.13408
1993,11,24,-11.3,-13.9,-14.86956,-9,-13.5,-10.1,-17.7,-11.28938,-18.27222
1993,11,25,-10,-9.5,-10.33901,-8,-12,-3.4,-15.6,-4.404133,-16.13314
1993,11,26,-11,-7,-7.764832,-7,-15,-2.6,-11.4,-3.582014,-11.855
1993,11,27,-17.3,-16.6,-17.64967,-16,-18.5,-11.4,-21.7,-12.62532,-22.34664
1993,11,28,-19,-18.8,-19.91494,-16.5,-21.5,-15.1,-22.4,-16.42762,-23.05966
1993,11,29,-23,-14.3,-15.28143,-21,-25,-12.4,-16.2,-13.65297,-16.74431
1993,11,30,-23,-19,-20.12088,-20.5,-25.5,-14,-23.9,-15.29721,-24.58757
1993,12,1,-19,-19,-20.12088,-16,-22,-17.3,-20.7,-18.68845,-21.32803
1993,12,2,-16.8,-16.9,-17.95857,-13,-20.5,-12.8,-21,-14.06403,-21.63361
1993,12,3,-15,-10.7,-11.57461,-13,-17,-7,-14.3,-8.103667,-14.80896
1993,12,4,-19.8,-15.9,-16.9289,-17.5,-22,-10.8,-20.9,-12.00873,-21.53175
1993,12,5,-21.8,-20.2,-21.35648,-19,-24.5,-15.2,-25.1,-16.53038,-25.8099
1993,12,6,-18.3,-20.8,-21.97428,-15.5,-21,-17.2,-24.4,-18.58568,-25.09687
1993,12,7,-18.5,-21.4,-22.59208,-15.5,-21.5,-18.2,-24.5,-19.61333,-25.19873
1993,12,8,-18.8,-19,-20.12088,-16.5,-21,-16.3,-21.6,-17.6608,-22.24478
1993,12,9,-20.5,-18.9,-20.01791,-16.5,-24.5,-15.3,-22.5,-16.63315,-23.16152
1993,12,10,-18.5,-15.1,-16.10516,-14,-23,-14,-16.1,-15.29721,-16.64245
1993,12,11,-14.8,-16.2,-17.2378,-13.5,-16,-11.9,-20.5,-13.13914,-21.12431
1993,12,12,-21.5,-22,-23.20989,-16.5,-26.5,-19.8,-24.1,-21.25757,-24.79129
1993,12,13,-20.5,-17.9,-18.98824,-14,-27,-14.3,-21.5,-15.6055,-22.14292
1993,12,14,-15.3,-14,-14.97252,-14,-16.5,-13.4,-14.5,-14.68062,-15.01268
1993,12,15,-20.3,-18,-19.09121,-19,-21.5,-13.8,-22.1,-15.09168,-22.75408
1993,12,16,-19.5,-18.2,-19.29714,-18,-21,-14.5,-21.9,-15.81103,-22.55036
1993,12,17,-21,-14.8,-15.79626,-19,-23,-9.8,-19.8,-10.98108,-20.41129
1993,12,18,-18.8,-15,-16.0022,-18,-19.5,-11.4,-18.6,-12.62532,-19.18896
1993,12,19,-12.5,-7.8,-8.588568,-4.5,-20.5,1.6,-17.2,0.7341101,-17.76291
1993,12,20,-13,-7.9,-8.691535,-11,-15,3.6,-19.3,2.789407,-19.90198
1993,12,21,-16.8,-15.7,-16.72296,-12,-21.5,-10.3,-21,-11.49491,-21.63361
1993,12,22,-13.5,-12.9,-13.83989,-12,-15,-7.1,-18.6,-8.206432,-19.18896
1993,12,23,-14,-13.8,-14.76659,-10,-18,-9.5,-18,-10.67279,-18.5778
1993,12,24,-18.8,-11.7,-12.60428,-16,-21.5,-8,-15.3,-9.131315,-15.82756
1993,12,25,-21.3,-14.3,-15.28143,-18,-24.5,-8.1,-20.5,-9.234081,-21.12431
1993,12,26,-23.8,-23.3,-24.54846,-21,-26.5,-19.5,-27,-20.94927,-27.74525
1993,12,27,-23.3,-22.2,-23.41582,-21,-25.5,-18.3,-26.1,-19.71609,-26.8285
1993,12,28,-18.3,-15.8,-16.82593,-12,-24.5,-12.8,-18.8,-14.06403,-19.39268
1993,12,29,-12.5,-16.4,-17.44373,-7,-18,-12.9,-19.9,-14.16679,-20.51315
1993,12,30,-14.8,-16.1,-17.13483,-14,-15.5,-11.2,-20.9,-12.41979,-21.53175
1993,12,31,-23,-19.6,-20.73868,-19,-27,-17,-22.2,-18.38015,-22.85594
1994,1,1,-27.3,-21.3,-22.48912,-24,-30.5,-20.6,-21.9,-22.07969,-22.55036
1994,1,2,-24,-20.4,-21.56241,-23,-25,-19.2,-21.6,-20.64098,-22.24478
1994,1,3,-27.3,-22.6,-23.82769,-26.5,-28,-21.6,-23.5,-23.10734,-24.18013
1994,1,4,-28.5,-24.9,-26.19593,-28,-29,-23.1,-26.7,-24.64881,-27.43967
1994,1,5,-31,-28.6,-30.00571,-28.5,-33.5,-24.9,-32.2,-26.49858,-33.042
1994,1,6,-33.3,-29,-30.41758,-27.5,-39,-23.8,-34.1,-25.36816,-34.97735
1994,1,7,-30.5,-27.5,-28.87308,-28,-33,-26.1,-28.9,-27.73175,-29.6806
1994,1,8,-31,-30.9,-32.37395,-30.5,-31.5,-28.9,-32.9,-30.60917,-33.75502
1994,1,9,-35,-31.7,-33.19769,-32,-38,-28.6,-34.7,-30.30087,-35.58851
1994,1,10,-38.5,-30.6,-32.06505,-34.5,-42.5,-27.2,-33.9,-28.86217,-34.77363
1994,1,11,-33.3,-26.5,-27.8434,-28.5,-38,-25.7,-27.2,-27.3207,-27.94897
1994,1,12,-29.8,-26,-27.32857,-28,-31.5,-25.5,-26.5,-27.11516,-27.23594
1994,1,13,-27,-25.6,-26.9167,-25,-29,-24.4,-26.8,-25.98475,-27.54153
1994,1,14,-25.8,-23.9,-25.16626,-25,-26.5,-23,-24.7,-24.54604,-25.40246
1994,1,15,-28.3,-25.6,-26.9167,-26.5,-30,-23.5,-27.6,-25.05987,-28.35641
1994,1,16,-36.3,-32.3,-33.81549,-33,-39.5,-26.6,-37.9,-28.24558,-38.84805
1994,1,17,-30.5,-28.8,-30.21165,-24,-37,-18.9,-38.6,-20.33268,-39.56107
1994,1,18,-24.8,-21.6,-22.79802,-20.5,-29,-18.9,-24.3,-20.33268,-24.99501
1994,1,19,-22.8,-17.6,-18.67934,-15,-30.5,-15.2,-19.9,-16.53038,-20.51315
1994,1,20,-19.3,-17.3,-18.37044,-14,-24.5,-12.7,-21.9,-13.96126,-22.55036
1994,1,21,-22,-18.6,-19.70901,-18.5,-25.5,-16.5,-20.6,-17.86633,-21.22617
1994,1,22,-23,-20.1,-21.25351,-20,-26,-17.4,-22.8,-18.79121,-23.4671
1994,1,23,-20.8,-20.2,-21.35648,-18,-23.5,-17.4,-23,-18.79121,-23.67083
1994,1,24,-18,-18.8,-19.91494,-16,-20,-16.6,-21,-17.96909,-21.63361
1994,1,25,-18.5,-18.3,-19.40011,-13,-24,-14.3,-22.3,-15.6055,-22.9578
1994,1,26,-17,-17.7,-18.7823,-10.5,-23.5,-11.7,-23.7,-12.93361,-24.38385
1994,1,27,-9.3,-14.7,-15.69329,3,-21.5,-9.1,-20.3,-10.26173,-20.92059
1994,1,28,-3.3,-6.6,-7.352963,3,-9.5,3.5,-16.7,2.686642,-17.25361
1994,1,29,-14.3,-10.5,-11.36868,-7,-21.5,-4.2,-16.7,-5.226251,-17.25361
1994,1,30,-12,-8.1,-8.89747,-3.5,-20.5,-1.7,-14.5,-2.65713,-15.01268
1994,1,31,-10.5,-5,-5.705491,-5,-16,0.7,-10.7,-0.1907736,-11.14198
1994,2,1,-9.3,-8.1,-8.89747,-5.5,-13,-2.5,-13.6,-3.479249,-14.09593
1994,2,2,-10.8,-10.1,-10.95681,-9,-12.5,-7.6,-12.5,-8.720256,-12.97547
1994,2,3,-18.5,-14.2,-15.17846,-11.5,-25.5,-9,-19.3,-10.15896,-19.90198
1994,2,4,-20.5,-16.5,-17.5467,-14,-27,-11.4,-21.5,-12.62532,-22.14292
1994,2,5,-22.8,-17.3,-18.37044,-16,-29.5,-8.4,-26.2,-9.542375,-26.93036
1994,2,6,-25.8,-29.6,-31.03538,-17.5,-34,-22.2,-36.9,-23.72392,-37.82944
1994,2,7,-27.5,-26.4,-27.74044,-19.5,-35.5,-18.6,-34.1,-20.02439,-34.97735
1994,2,8,-30.5,-28.6,-30.00571,-23,-38,-21.4,-35.7,-22.90181,-36.60712
1994,2,9,-28.5,-28.6,-30.00571,-22,-35,-20.7,-36.4,-22.18245,-37.32014
1994,2,10,-27.5,-27.5,-28.87308,-22,-33,-20.7,-34.3,-22.18245,-35.18107
1994,2,11,-25.3,-23.5,-24.75439,-19,-31.5,-21,-26,-22.49075,-26.72664
1994,2,12,-23.3,-22.8,-24.03362,-22,-24.5,-21.7,-23.9,-23.2101,-24.58757
1994,2,13,-22,-25.5,-26.81373,-18.5,-25.5,-22.8,-28.2,-24.34051,-28.96758
1994,2,14,-22.3,-24.5,-25.78406,-16.5,-28,-19.5,-29.5,-20.94927,-30.29176
1994,2,15,-20.5,-21.4,-22.59208,-16,-25,-16.6,-26.2,-17.96909,-26.93036
1994,2,16,-24,-23.1,-24.34253,-15,-33,-15.5,-30.6,-16.83868,-31.41223
1994,2,17,-27.3,-26.6,-27.94637,-19,-35.5,-19.9,-33.3,-21.36033,-34.16246
1994,2,18,-22.5,-22.3,-23.51879,-21.5,-23.5,-19.8,-24.8,-21.25757,-25.50431
1994,2,19,-26.8,-27.1,-28.46121,-25,-28.5,-24.7,-29.5,-26.29305,-30.29176
1994,2,20,-29,-31.1,-32.57989,-27,-31,-29.2,-32.9,-30.91747,-33.75502
1994,2,21,-27.3,-28.1,-29.49088,-24.5,-30,-25.6,-30.6,-27.21793,-31.41223
1994,2,22,-26.3,-27.4,-28.77011,-24,-28.5,-24.5,-30.2,-26.08752,-31.00479
1994,2,23,-27.5,-28.3,-29.69681,-20.5,-34.5,-22.4,-34.2,-23.92945,-35.07921
1994,2,24,-28.5,-27.6,-28.97604,-20,-37,-20.7,-34.4,-22.18245,-35.28293
1994,2,25,-30.3,-30,-31.44725,-20,-40.5,-21.5,-38.4,-23.00457,-39.35735
1994,2,26,-25.3,-21.3,-22.48912,-17,-33.5,-17,-25.5,-18.38015,-26.21734
1994,2,27,-21.8,-18.9,-20.01791,-13,-30.5,-14,-23.8,-15.29721,-24.48571
1994,2,28,-14.5,-15.8,-16.82593,-10,-19,-12.2,-19.3,-13.44744,-19.90198
1994,3,1,-18.5,-14.6,-15.59033,-12,-25,-8.4,-20.7,-9.542375,-21.32803
1994,3,2,-12.8,-8.1,-8.89747,-5.5,-20,1.3,-17.4,0.4258154,-17.96663
1994,3,3,-4,-3.6,-4.263952,9.5,-17.5,3.9,-11.1,3.097702,-11.54942
1994,3,4,-0.5,-5,-5.705491,10,-11,4.4,-14.3,3.611526,-14.80896
1994,3,5,-13,-3.3,-3.955051,-9,-17,-0.3,-6.3,-1.218422,-6.660111
1994,3,6,-19.3,-10.7,-11.57461,-10.5,-28,-2.5,-18.9,-3.479249,-19.49454
1994,3,7,-8.3,-9.7,-10.54494,9.5,-26,-1.6,-17.7,-2.554365,-18.27222
1994,3,8,-15.5,-10.6,-11.47165,-7,-24,-7.9,-13.2,-9.028551,-13.68849
1994,3,9,-11.3,-9.4,-10.23604,-4,-18.5,-4.9,-13.9,-5.945605,-14.40151
1994,3,10,-1.8,-4.4,-5.087688,9.5,-13,8.8,-17.5,8.13318,-18.06849
1994,3,11,-3,-1.1,-1.689776,10,-16,8.1,-10.2,7.413826,-10.63267
1994,3,12,-3.5,3.5,3.046708,4.5,-11.5,11.6,-4.6,11.0106,-4.928482
1994,3,13,-1,4,3.561543,6,-8,10.6,-2.6,9.982947,-2.89127
1994,3,14,4,2.5,2.017037,11,-3,9.7,-4.8,9.058063,-5.132203
1994,3,15,3.8,0.4,-0.1452704,10.5,-3,7.1,-6.3,6.386177,-6.660111
1994,3,16,-4.3,-1.2,-1.792743,0,-8.5,4.1,-6.5,3.303231,-6.863832
1994,3,17,-4,-4.6,-5.293622,-0.5,-7.5,-1.6,-7.6,-2.554365,-7.984299
1994,3,18,-11.5,-8.3,-9.103403,-8.5,-14.5,-4.3,-12.3,-5.329016,-12.77175
1994,3,19,-11.3,-13.1,-14.04582,-5,-17.5,-8.2,-17.9,-9.336845,-18.47594
1994,3,20,-15.5,-11.8,-12.70725,-5.5,-25.5,-4.1,-19.4,-5.123487,-20.00385
1994,3,21,-9.3,-5.5,-6.220326,-7.5,-11,-0.8,-10.2,-1.732246,-10.63267
1994,3,22,-11.3,-9,-9.824172,-9.5,-13,-2.6,-15.3,-3.582014,-15.82756
1994,3,23,-11,-5.4,-6.117359,-3.5,-18.5,3.4,-14.2,2.583878,-14.7071
1994,3,24,-7,-4.7,-5.396589,6,-20,6.2,-15.5,5.461293,-16.03128
1994,3,25,5,0.5,-0.0423033,13,-3,10.6,-9.7,9.982947,-10.12337
1994,3,26,1.5,3.7,3.252642,11,-8,11,-3.6,10.39401,-3.909876
1994,3,27,6.3,3,2.531873,10,2.5,9.6,-3.6,8.955298,-3.909876
1994,3,28,3.5,4.5,4.076378,13.5,-6.5,12.8,-3.8,12.24377,-4.113597
1994,3,29,6.5,6.1,5.723851,15,-2,15.7,-3.6,15.22395,-3.909876
1994,3,30,7.8,7.1,6.753521,18,-2.5,16.6,-2.5,16.14884,-2.78941
1994,3,31,7,7.1,6.753521,10,4,9.8,4.3,9.160828,4.137109
1994,4,1,6.5,5.1,4.69418,12,1,9.5,0.6,8.852533,0.3682676
1994,4,2,4.8,5.3,4.900115,10.5,-1,10.5,0,9.880181,-0.2428958
1994,4,3,3.5,2.9,2.428906,10,-3,5.3,0.5,4.53641,0.266407
1994,4,4,2.8,2.7,2.222972,7.5,-2,6.7,-1.4,5.975117,-1.668944
1994,4,5,2,0.7,0.1636307,11.5,-7.5,8.8,-7.4,8.13318,-7.780578
1994,4,6,0.3,1,0.4725319,2,-1.5,8.4,-6.5,7.722119,-6.863832
1994,4,7,0.5,1.4,0.8844,5,-4,6,-3.3,5.255764,-3.604294
1994,4,8,2,2.5,2.017037,6.5,-2.5,8.3,-3.3,7.619355,-3.604294
1994,4,9,0.5,3.4,2.943741,3,-2,9.7,-2.9,9.058063,-3.196852
1994,4,10,-5.5,-0.4,-0.9690067,-3.5,-7.5,3.3,-4.1,2.481112,-4.419179
1994,4,11,-3.5,2.9,2.428906,2,-9,10.5,-4.7,9.880181,-5.030342
1994,4,12,-3.3,1.7,1.193301,-0.5,-6,6.9,-3.5,6.180647,-3.808016
1994,4,13,-1.8,2.2,1.708136,3.5,-7,8.7,-4.4,8.030415,-4.724761
1994,4,14,0.3,3.2,2.737807,8.5,-8,9.7,-3.4,9.058063,-3.706155
1994,4,15,0,5.3,4.900115,5.5,-5.5,12.6,-2,12.03824,-2.280107
1994,4,16,2,3.9,3.458576,9.5,-5.5,13,-5.3,12.4493,-5.641506
1994,4,17,3,2.8,2.325938,9,-3,8.7,-3.2,8.030415,-3.502434
1994,4,18,4,4.5,4.076378,14,-6,13,-4,12.4493,-4.317318
1994,4,19,4.3,5.9,5.517917,13.5,-5,15.4,-3.6,14.91566,-3.909876
1994,4,20,8,7.6,7.268356,18,-2,17.2,-2.1,16.76543,-2.381968
1994,4,21,6.3,8.9,8.606928,12.5,0,18.8,-1.1,18.40966,-1.363362
1994,4,22,8.8,9.1,8.812862,12,5.5,11.4,6.8,10.80507,6.683623
1994,4,23,2.8,6.2,5.826818,10.5,-5,11.7,0.7,11.11336,0.4701281
1994,4,24,2.3,2.8,2.325938,10,-5.5,8.5,-3,7.824885,-3.298713
1994,4,25,5.8,3.2,2.737807,12,-0.5,9.5,-3.1,8.852533,-3.400573
1994,4,26,5.5,2.6,2.120004,15.5,-4.5,10.2,-5,9.571887,-5.335924
1994,4,27,10.3,5.9,5.517917,19,1.5,13.9,-2.2,13.37419,-2.483828
1994,4,28,12.5,9.7,9.430664,23.5,1.5,18.9,0.4,18.51243,0.1645465
1994,4,29,15,11.2,10.97517,23,7,22.2,0.1,21.90367,-0.1410352
1994,4,30,12.3,15.7,15.60869,20.5,4,22.6,8.8,22.31473,8.720834
1994,5,1,12.5,11.3,11.07814,19,6,18.1,4.4,17.69031,4.238969
1994,5,2,9.3,8.2,7.886158,15.5,3,14.7,1.6,14.19631,1.386873
1994,5,3,9.8,6.4,6.032752,15.5,4,8.3,4.5,7.619355,4.340829
1994,5,4,10,9.9,9.636599,17.5,2.5,15.3,4.4,14.81289,4.238969
1994,5,5,9.8,10.2,9.945499,18,1.5,18.9,1.5,18.51243,1.285013
1994,5,6,13.8,11.5,11.28407,19,8.5,20,3,19.64284,2.812921
1994,5,7,12.8,9.8,9.533631,18,7.5,15.9,3.6,15.42948,3.424084
1994,5,8,9.5,8.9,8.606928,19,0,16.6,1.2,16.14884,0.979431
1994,5,9,12.5,13.2,13.03451,18,7,17.9,8.4,17.48478,8.313391
1994,5,10,13.5,12.1,11.90187,20,7,18.9,5.3,18.51243,5.155715
1994,5,11,13,13.1,12.93154,20,6,21.1,5.1,20.77326,4.951993
1994,5,12,13.3,11.9,11.69594,18.5,8,18.3,5.4,17.89584,5.257575
1994,5,13,12.8,9.9,9.636599,17.5,8,16.6,3.1,16.14884,2.914782
1994,5,14,11.5,9.8,9.533631,20,3,16.6,3,16.14884,2.812921
1994,5,15,8.3,8.5,8.19506,12.5,4,13.1,3.9,12.55207,3.729666
1994,5,16,9.8,8.1,7.783192,15.5,4,10.9,5.3,10.29124,5.155715
1994,5,17,13.8,12.1,11.90187,19.5,8,18.7,5.4,18.3069,5.257575
1994,5,18,14.8,10.9,10.66627,20,9.5,19.1,2.7,18.71796,2.507339
1994,5,19,13.8,12.5,12.31374,23,4.5,21.2,3.7,20.87602,3.525945
1994,5,20,17,14.4,14.27011,27,7,22.9,5.9,22.62302,5.766878
1994,5,21,15.3,14.8,14.68198,25.5,5,22,7.6,21.69814,7.498507
1994,5,22,15,12.9,12.72561,26,4,22.9,2.9,22.62302,2.711061
1994,5,23,17.3,16.6,16.53539,26,8.5,24,9.1,23.75344,9.026416
1994,5,24,17,15.9,15.81462,25.5,8.5,25.9,5.8,25.70597,5.665017
1994,5,25,15,14.4,14.27011,24,6,20.6,8.1,20.25943,8.007811
1994,5,26,13.8,12.2,12.00484,20.5,7,18.9,5.4,18.51243,5.257575
1994,5,27,10.3,8.2,7.886158,17,3.5,14.2,2.1,13.68248,1.896176
1994,5,28,12.8,10.1,9.842533,20,5.5,18.6,1.6,18.20414,1.386873
1994,5,29,8,8,7.680225,9.5,6.5,13.3,2.7,12.7576,2.507339
1994,5,30,12.3,10.5,10.2544,18,6.5,15.7,5.3,15.22395,5.155715
1994,5,31,13.5,11.3,11.07814,23,4,20.8,1.7,20.46496,1.488734
1994,6,1,13.5,14.7,14.57902,20,7,20,9.4,19.64284,9.331997
1994,6,2,15,13.3,13.13748,24,6,23.2,3.4,22.93132,3.220363
1994,6,3,15.3,15.5,15.40275,23.5,7,24.2,6.7,23.95897,6.581762
1994,6,4,16.8,15.7,15.60869,24.5,9,25.3,6.1,25.08938,5.970599
1994,6,5,18.8,15.8,15.71165,23.5,14,21.1,10.4,20.77326,10.3506
1994,6,6,16.5,15.6,15.50572,23,10,21.5,9.6,21.18431,9.535719
1994,6,7,16.5,16.3,16.22649,19.5,13.5,19.4,13.2,19.02625,13.2027
1994,6,8,16,15.5,15.40275,17.5,14.5,18.8,12.1,18.40966,12.08223
1994,6,9,12.8,12.7,12.51968,14,11.5,15.2,10.1,14.71013,10.04502
1994,6,10,11.8,11.1,10.8722,14,9.5,13,9.1,12.4493,9.026416
1994,6,11,15.5,13.6,13.44638,22,9,18.7,8.5,18.3069,8.415252
1994,6,12,13.5,14.3,14.16715,20,7,17.9,10.6,17.48478,10.55432
1994,6,13,12.3,10.8,10.5633,16.5,8,15.3,6.2,14.81289,6.072459
1994,6,14,10,10.1,9.842533,16,4,16.8,3.4,16.35437,3.220363
1994,6,15,10.8,10.8,10.5633,18,3.5,19.3,2.3,18.92349,2.099897
1994,6,16,14.5,13.1,12.93154,23.5,5.5,23.2,2.9,22.93132,2.711061
1994,6,17,17,16.5,16.43242,26.5,7.5,25,8,24.78109,7.905949
